Subject Number, 0, Age,
Test condition, Round Number, SNR, Number of words correct, File loaded
1, 1, 10.000000,3, ASLQ0110.wav
1, 2, 4.000000,3, ASLQ0110.wav
1, 3, -2.000000,3, ASLQ0107.wav
1, 4, -8.000000,3, ASLQ0102.wav
1, 5, -14.000000,3, ASLQ0101.wav
1, 6, -20.000000,3, ASLQ0109.wav
1, 7, -26.000000,3, ASLQ0106.wav
1, 8, -32.000000,3, ASLQ0108.wav
1, 9, -38.000000,0, ASLQ0104.wav
1, 10, -36.000000,0, ASLQ0104.wav
1, 11, -34.000000,0, ASLQ0104.wav
1, 12, -32.000000,0, ASLQ0104.wav
1, 13, -30.000000,0, ASLQ0104.wav
1, 14, -28.000000,0, ASLQ0104.wav
1, 15, -26.000000,0, ASLQ0104.wav
1, 16, -24.000000,0, ASLQ0104.wav
1, 17, -22.000000,0, ASLQ0104.wav
1, 18, -20.000000,0, ASLQ0104.wav
1, 19, -18.000000,0, ASLQ0104.wav
1, 20, -16.000000,0, ASLQ0104.wav
1, 21, -14.000000,0, ASLQ0104.wav
1, 22, -12.000000,0, ASLQ0104.wav
1, 23, -10.000000,0, ASLQ0104.wav
1, 24, -8.000000,0, ASLQ0104.wav
1, 25, -6.000000,0, ASLQ0104.wav
1, 26, -4.000000,0, ASLQ0104.wav
1, 27, -2.000000,0, ASLQ0104.wav
